,Character,Label,Pos_count,Pos_prob,Neg_count,Neg_prob,Neut_count,Neut_prob
0,Denise,pos,38.0,239.763571429,25.0,271.236428571,448.0,417.853214286
1,Mouret,pos,36.0,170.942746618,16.0,198.057253382,317.0,292.393020833
