,Character,Label,Pos_count,Pos_prob,Neg_count,Neg_prob,Neut_count,Neut_prob
0,Denise,pos,38.0,231.602904762,25.0,261.397095238,430.0,403.339880952
1,Mouret,pos,36.0,162.782079951,16.0,188.217920049,299.0,277.8796875
