,Character,Label,Pos_count,Pos_prob,Neg_count,Neg_prob,Neut_count,Neut_prob
0,Passepartout,pos,43.0,189.824486111,15.0,212.175513889,344.0,327.372380952
1,PhileasFogg,pos,26.0,133.927166667,5.0,146.072833333,249.0,228.975833333
2,MrFogg,pos,13.0,126.731452381,3.0,137.268547619,248.0,227.313095238
3,Fix,pos,18.0,119.620138889,9.0,131.379861111,224.0,206.774484127
4,MrsAouda,pos,8.0,62.0048333333,5.0,66.9951666667,116.0,107.044166667
