,Character,Label,Prediction,Score,Title_score,Title_in_name,Adj_score,Pron_score,Art_score,Name_score
0,Candide,m,f,-82.0,-0.00478468899522,0.0,-0.0430622009569,-0.349282296651,0.0,1.0
1,Cunégonde,f,f,13.0,0.280701754386,0.0,0.0877192982456,-0.140350877193,0.0,0.0
2,Martin,m,m,-13.0,-0.0545454545455,0.0,-0.0363636363636,-0.127272727273,0.0,-1.0
3,Pangloss,m,m,-7.0,0.0,0.0,0.0204081632653,-0.163265306122,0.0,0.0
4,Cacambo,m,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Issachar,m,m,0.0,0.0,0.0,0.125,0.0,0.0,-1.0
6,Oreillons,m,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Jacques,m,m,-0.99,0.0,0.0,0.0,0.0,0.0,-0.99
8,Giroflée,m,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
