,Character,Label,Prediction,Score,Title_score,Title_in_name,Adj_score,Pron_score,Art_score,Name_score
0,Candide,m,f,-155.0,-0.00294985250737,0.0,-0.0914454277286,-0.362831858407,0.0,1.0
1,Cunégonde,f,f,45.0,0.330508474576,0.0,-0.00847457627119,-0.271186440678,0.0,0.0
2,Martin,m,m,-13.0,-0.030612244898,0.0,-0.0102040816327,-0.0510204081633,0.0,-1.0
3,Pangloss,m,m,-5.0,0.0,0.0,-0.0340909090909,-0.0227272727273,0.0,0.0
4,Cacambo,m,m,-39.0,0.0,0.0,-0.2125,-0.275,0.0,0.0
5,Issachar,m,m,-2.0,0.0,0.0,0.0,-0.111111111111,0.0,-1.0
6,Oreillons,m,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Jacques,m,m,-0.99,0.0,0.0,0.0,0.0,0.0,-0.99
8,Giroflée,m,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
