,Character,Label,Pos_count,Pos_prob,Neg_count,Neg_prob,Neut_count,Neut_prob
0,Passepartout,pos,36.0,144.129799603,11.0,163.870200397,261.0,252.389325397
1,PhileasFogg,pos,19.0,111.608416667,3.0,119.391583333,209.0,190.84
2,MrFogg,pos,12.0,96.2436666667,2.0,104.756333333,187.0,171.775
3,Fix,neutral,7.0,82.2229166667,7.0,89.7770833333,158.0,146.6075
4,MrsAouda,pos,4.0,28.375,1.0,30.625,54.0,50.2625
