,Character,Name_score
0,Candide,1.0
1,Cunégonde,0.0
2,Martin,-1.0
3,Pangloss,0.0
4,Cacambo,0.0
5,Issachar,-1.0
6,Oreillons,0.0
7,Jacques,-0.99
8,Giroflée,0.0
