Jacqueline,character,0.0031145694893932167
Fontainebleau,place,1.0
Hespérides,other,1.0
Touraine,place,1.0
Phoinix,concept,1.0
Scaufflaire,character,1.0
Barataria,character,0.5357142857142857
Béarnais,other,1.0
Villejuif,place,1.0
Sinon,character,0.6666666666666666
Vieux,character,0.6222222222222222
Vouvray,place,0.0014025245441795233
Bourreau,character,1.0
Tankadère,character,1.0
Peirithoos,concept,1.0
Chinois,character,0.6173913043478261
Grandet,character,0.8484848484848485
Mélanie,character,0.02967741935483871
Signora,place,1.0
Grégorio,place,0.03318077803203661
Audubon,place,0.509090909090909
Genappe,place,1.0
Cartouche,character,0.7044025157232704
Va,place,0.06157965194109772
Éléonore,character,1.0
MissEdithPrescott,character,1.0
Laon,place,1.0
Gâtinais,place,1.0
Mina,character,0.0025751072961373387
Parme,place,1.0
Gresham,character,0.7818181818181819
Ming,character,0.7916666666666666
MBarkis,character,1.0
Tarnow,character,0.014814814814814814
Dix,concept,1.0
Chalamel,character,1.0
Cunégonde,place,0.7333333333333333
René,place,0.004258810658748144
Sarah,character,0.05113636363636363
Sarrasins,place,0.0011904761904761904
Angleterre,place,1.0
Swann,character,0.6883116883116883
Bracieux,place,1.0
Muses,concept,0.5
Enfer,other,0.6666666666666666
Grâce,place,0.01207897793263647
Pentésilée,place,1.0
Georgiana,other,1.0
Ricardo,character,0.5849056603773585
Bien,character,0.49696969696969695
Châtelet,place,0.03490708186840784
Lorenzo,place,0.5897435897435898
Paloma,character,0.6785714285714286
MrMadeleine,other,1.0
Montriveau,character,1.0
JohnReed,character,0.9545454545454546
Rigolette,place,1.0
Hénarez,character,1.0
Philippe,character,0.5955631399317406
Gaz,other,1.0
Isle-Adam,place,1.0
Oscar,character,0.11335149863760219
Ligne,character,0.0017906884202148826
Galilée,place,0.01852958756724447
Vieille,character,0.004727845799490847
Médée,other,0.3333333333333333
Désormais,other,1.0
Barillot,character,1.0
Albergotti,concept,1.0
Philis,character,1.0
Fleurville,place,1.0
Agamemnôn,character,0.6666666666666666
Bosc,character,0.6260869565217392
Thermos,character,0.6216216216216216
Notre-Dame,character,0.6687116564417178
Saint-Roch,place,1.0
James,character,0.7620967741935484
Fortuné,character,0.008666666666666668
Sauvagnat,place,1.0
Vania,character,0.6029411764705882
Maheu,character,0.9111111111111111
Courfeyrac,character,1.0
Fermi,character,0.6161616161616161
Hang-tcheou,place,1.0
Art,other,1.0
Rembrandt,character,1.0
Claudia,character,0.648
Séverine,character,1.0
Boulard,character,0.011027568922305764
MDubuisson,other,1.0
Vieux-Troupier,place,1.0
Lys,other,1.0
Wolfie,character,1.0
MdArtagnan,character,1.0
Botticelli,character,1.0
AMais,other,1.0
Chouard,character,0.7333333333333333
Thrakiens,character,0.6666666666666666
Département,place,1.0
Espérance,character,0.003181147248943859
Rouen,place,1.0
Hellas,place,0.5882352941176471
Lé-ou,place,1.0
Prince,character,0.702572347266881
Aro,place,0.5106382978723404
Philoitios,concept,0.5
Champs-Élysées,place,0.01796157059314954
Cambrai,place,0.9285714285714286
Casalodi,character,1.0
Italie,place,1.0
Commission,character,0.6753246753246753
Djali,character,1.0
MEspierre,character,1.0
MrsAouda,place,1.0
Rabelais,character,1.0
Champagne,character,0.006115857271180933
